ClientID,Tenure,MonthlyCharges,TotalCharges,Gender,Churn
50635,5,106.44,5698.94,Female,No
50636,56,46.14,3087.16,Male,No
50637,47,108.29,5599.61,Male,No
50638,8,103.26,4942.12,Male,No
50639,5,36.81,3035.27,Female,No
50640,5,29.4,4070.25,Female,No
50641,52,87.69,5582.19,Male,No
50642,17,59.93,2451.83,Female,Yes
50643,9,43.23,5629.59,Male,Yes
50644,34,111.5,4677.69,Female,No
50645,33,28.87,1140.19,Male,Yes
50646,22,103.1,4985.24,Male,No
50647,21,76.13,2140.86,Female,No
50648,43,32.2,716.15,Female,No
50649,15,57.51,3305.36,Male,No
50650,1,73.44,5727.41,Male,Yes
50651,7,37.23,5089.5,Male,Yes
50652,23,32.77,3680.4,Male,No
50653,51,47.29,5659.88,Male,No
50654,56,76.11,2253.09,Female,No
50655,47,97.2,3153.45,Male,Yes
50656,6,116.17,5103.81,Male,No
50657,20,34.84,1225.43,Female,Yes
50658,58,20.86,2084.21,Male,No
50659,26,118.19,3890.71,Male,Yes
50660,42,33.71,3162.42,Male,No
50661,12,95.2,3457.59,Male,Yes
50662,13,97.36,3530.54,Female,Yes
50663,47,28.44,1848.42,Female,No
50664,51,101.13,4620.98,Male,No
50665,49,44.95,5648.78,Male,No
50666,13,99.33,3885.97,Female,No
50667,2,51.85,2309.79,Female,Yes
50668,32,95.05,5420.43,Female,No
50669,50,104.0,4591.48,Female,No
50670,31,20.44,2820.99,Female,No
50671,11,72.32,1680.04,Male,No
50672,37,54.19,5506.25,Female,No
50673,4,104.39,5761.45,Male,No
50674,34,68.28,2510.36,Female,Yes
50675,59,58.23,4238.07,Male,No
50676,16,34.77,3488.04,Female,No
50677,31,48.31,4886.3,Male,Yes
50678,25,119.4,5847.35,Female,Yes
50679,39,105.67,1333.94,Male,Yes
50680,8,50.65,2514.78,Male,No
50681,8,81.8,4955.08,Male,Yes
50682,34,119.79,3130.68,Male,No
50683,15,88.92,2487.83,Female,Yes
50684,5,53.89,1046.19,Male,Yes
50685,19,24.05,3942.43,Female,No
50686,10,99.93,4204.47,Female,Yes
50687,9,48.55,2565.03,Female,Yes
50688,57,34.37,722.51,Male,Yes
50689,54,31.53,730.57,Female,Yes
50690,29,30.71,1245.26,Male,Yes
50691,52,31.4,2275.06,Female,Yes
50692,40,71.59,1190.29,Female,No
50693,37,96.36,2593.12,Female,No
50694,19,109.27,4527.13,Male,Yes
50695,13,88.61,2291.87,Female,No
50696,59,29.57,1459.55,Female,No
50697,46,114.71,3678.2,Female,Yes
50698,40,20.57,3740.32,Male,No
50699,16,95.23,5427.1,Female,Yes
50700,30,118.24,3795.05,Male,No
50701,54,109.43,4631.16,Male,No
50702,5,91.61,1525.17,Female,Yes
50703,33,72.49,4094.75,Female,No
50704,19,119.95,3176.12,Female,No
50705,55,82.52,4727.69,Male,No
50706,19,103.06,3423.39,Female,Yes
50707,17,38.16,3897.03,Female,Yes
50708,24,83.99,1762.2,Female,Yes
50709,55,21.33,1430.84,Female,Yes
50710,53,100.83,5783.15,Male,No
50711,28,61.27,4579.16,Female,No
50712,42,45.79,5131.06,Female,Yes
50713,37,45.89,3968.25,Female,No
50714,22,117.98,771.75,Male,No
50715,39,106.61,3027.37,Female,Yes
50716,16,98.87,5809.89,Male,No
50717,35,70.53,3440.85,Female,No
50718,27,59.91,544.02,Male,Yes
50719,12,79.09,1149.78,Male,Yes
50720,46,74.53,5722.58,Female,Yes
50721,28,108.69,5638.33,Female,Yes
50722,52,117.31,2744.11,Female,No
50723,1,113.1,1449.52,Female,Yes
50724,39,96.8,3100.34,Male,No
50725,58,60.54,5409.29,Male,Yes
50726,18,96.13,5738.63,Female,Yes
50727,23,97.99,3437.2,Female,No
50728,22,37.0,1763.3,Female,No
50729,4,101.9,4878.58,Female,Yes
50730,48,111.22,982.65,Male,No
50731,11,95.13,5808.94,Male,Yes
50732,18,88.1,5058.7,Male,No
50733,55,41.76,579.26,Male,Yes
50734,48,83.77,1884.23,Female,No
50735,7,83.09,1298.52,Female,No
50736,21,57.51,2993.52,Male,Yes
50737,57,31.28,3027.66,Female,Yes
50738,35,63.4,4690.19,Male,No
50739,57,112.08,2340.29,Female,Yes
50740,37,98.13,2703.4,Female,No
50741,50,55.43,1552.69,Female,No
50742,57,39.6,1536.65,Female,No
50743,30,66.06,4587.58,Female,Yes
50744,17,95.8,3308.76,Male,No
50745,33,88.52,3537.36,Male,No
50746,16,108.31,1024.8,Male,No
50747,15,51.15,4936.92,Male,No
50748,13,69.44,2921.33,Female,Yes
50749,39,45.73,5105.76,Male,No
50750,3,97.34,3605.47,Male,No
50751,24,62.01,4021.63,Female,Yes
50752,23,62.83,2842.74,Female,No
50753,59,101.47,4291.43,Male,No
50754,45,92.99,2871.83,Female,Yes
50755,48,67.18,3362.92,Male,No
50756,55,57.66,2935.82,Male,Yes
50757,1,88.84,4067.43,Female,Yes
50758,32,114.24,4932.55,Male,Yes
50759,33,62.46,5574.59,Female,Yes
50760,48,23.9,4784.51,Male,Yes
50761,30,107.88,5592.67,Female,Yes
50762,2,36.64,5074.35,Male,No
50763,18,110.15,1896.97,Male,Yes
50764,59,102.95,3949.83,Female,No
50765,53,85.97,1652.36,Female,No
50766,57,104.59,4148.59,Female,No
50767,55,45.98,4399.33,Male,No
50768,30,105.58,1019.29,Male,No
50769,18,76.16,5556.63,Female,Yes
50770,5,37.72,4471.56,Male,No
50771,5,45.46,5777.2,Male,No
50772,8,98.99,4248.43,Female,Yes
50773,9,104.27,4963.65,Female,Yes
50774,32,107.48,5003.11,Male,Yes
50775,56,38.44,743.49,Female,Yes
50776,14,110.2,2129.07,Male,No
50777,13,69.38,3847.83,Male,No
50778,18,119.32,1344.09,Female,No
50779,4,67.65,3441.55,Male,Yes
50780,50,45.21,4144.35,Male,Yes
50781,22,25.98,2414.94,Male,Yes
50782,20,86.5,3291.72,Female,No
50783,15,20.5,5111.13,Male,No
50784,7,103.6,2060.18,Male,No
50785,13,51.08,5712.93,Male,No
50786,34,86.59,3979.72,Male,No
50787,41,69.97,5272.6,Male,Yes
50788,30,85.72,992.9,Female,No
50789,5,25.32,1284.95,Male,Yes
50790,1,39.68,5615.34,Male,No
50791,31,109.33,697.19,Female,No
50792,59,61.75,4387.74,Male,Yes
50793,51,76.54,4772.98,Male,Yes
50794,20,65.71,5304.85,Male,Yes
50795,19,111.08,5618.4,Female,No
50796,54,39.95,2501.76,Male,Yes
50797,29,103.89,2172.27,Male,No
50798,45,26.01,2297.43,Female,Yes
50799,38,105.73,677.83,Female,No
50800,10,110.29,1216.94,Female,Yes
50801,29,98.98,4993.25,Male,No
50802,31,47.71,3008.55,Female,No
50803,11,31.41,866.05,Female,No
50804,23,70.09,3281.54,Male,No
50805,30,86.58,2098.97,Female,No
50806,25,101.92,3221.68,Male,No
50807,16,70.59,5779.71,Female,No
50808,58,74.67,4719.72,Male,No
50809,57,113.61,5973.41,Male,No
50810,23,24.78,5429.95,Female,No
50811,59,51.89,1002.81,Male,No
50812,33,63.82,2620.82,Male,No
50813,51,83.95,2980.45,Female,No
50814,37,29.5,2883.72,Female,No
50815,58,107.49,1295.13,Male,Yes
50816,28,51.64,5029.45,Female,Yes
50817,27,38.51,3505.07,Female,Yes
50818,6,79.15,4002.45,Male,No
50819,38,34.06,5963.44,Female,Yes
50820,37,53.01,4405.03,Male,Yes
50821,6,106.19,1506.3,Female,No
50822,25,98.94,5705.18,Female,No
50823,13,48.1,1401.07,Male,Yes
50824,33,61.97,2886.98,Female,No
50825,33,70.77,4397.32,Female,Yes
50826,25,76.7,3054.01,Female,No
50827,14,50.04,744.36,Male,No
50828,40,73.41,3493.13,Female,No
50829,41,97.33,882.23,Male,No
50830,55,88.6,3239.4,Male,Yes
50831,42,115.09,2225.89,Female,Yes
50832,38,43.86,5530.89,Male,Yes
50833,9,87.82,2816.97,Male,Yes
50834,18,114.97,4693.0,Male,No
50835,15,29.61,2181.11,Male,Yes
50836,4,76.19,2636.66,Male,No
50837,34,118.44,3076.75,Male,No
50838,38,26.14,3723.9,Male,Yes
50839,17,56.29,1640.38,Female,No
50840,7,28.5,3107.96,Male,No
50841,32,78.58,2207.05,Female,No
50842,55,105.27,2938.13,Male,No
50843,23,44.19,3797.18,Female,Yes
50844,20,40.42,2848.86,Male,Yes
50845,47,73.01,895.12,Female,Yes
50846,56,55.54,2591.52,Male,No
50847,53,102.61,1129.0,Female,No
50848,2,33.4,5306.84,Male,No
50849,21,111.45,2165.64,Female,Yes
50850,12,101.07,4199.32,Male,No
50851,42,21.51,5918.31,Female,No
50852,57,47.85,2380.71,Female,Yes
50853,58,111.36,1108.95,Female,No
50854,49,105.52,884.21,Female,Yes
50855,27,69.3,4164.37,Male,Yes
50856,50,74.73,4839.43,Female,No
50857,48,28.08,3567.33,Female,Yes
50858,10,99.98,5381.72,Female,Yes
50859,8,27.64,2735.0,Female,No
50860,21,84.39,1974.82,Female,Yes
50861,57,31.39,524.65,Male,Yes
50862,22,63.37,4734.67,Male,Yes
50863,13,56.01,4966.49,Female,Yes
50864,48,61.48,2225.59,Male,Yes
50865,40,77.74,5326.0,Male,No
50866,12,34.04,1525.43,Male,Yes
50867,17,42.31,5771.66,Female,Yes
50868,48,30.55,3540.92,Female,No
50869,9,85.3,522.12,Female,Yes
50870,57,25.3,2661.81,Female,Yes
50871,51,85.84,800.47,Female,Yes
50872,49,117.3,577.83,Female,No
50873,56,108.92,1767.39,Female,No
50874,40,52.62,1765.63,Male,Yes
50875,12,41.47,968.16,Male,No
50876,9,116.03,5639.6,Male,Yes
50877,30,64.38,2633.63,Male,Yes
50878,6,55.24,2809.71,Male,No
50879,25,32.61,1170.4,Female,No
50880,28,36.66,3225.19,Male,No
50881,10,94.17,2301.91,Female,No
50882,41,40.14,4734.24,Female,No
50883,28,37.9,5683.94,Female,Yes
50884,29,52.22,3394.98,Female,No
50885,36,111.33,4151.2,Male,Yes
50886,11,78.94,4073.24,Female,Yes
50887,21,97.5,3716.54,Male,Yes
50888,54,91.89,4361.9,Male,No
50889,38,114.99,4383.51,Female,Yes
50890,26,89.04,5348.19,Female,No
50891,18,32.52,4492.39,Male,No
50892,4,40.21,3297.35,Male,No
50893,44,90.28,5790.49,Female,Yes
50894,41,41.5,5958.17,Female,No
50895,15,102.67,2197.49,Male,Yes
50896,23,107.97,3352.92,Female,Yes
50897,41,61.44,4745.99,Female,Yes
50898,6,58.23,5495.54,Female,No
50899,43,32.08,4500.93,Male,No
50900,7,113.78,5531.11,Female,No
50901,57,68.71,987.64,Male,Yes
50902,46,90.81,1239.18,Female,No
50903,48,35.77,3914.45,Male,No
50904,15,73.96,4629.99,Male,No
50905,52,97.72,5527.22,Male,Yes
50906,9,79.79,2614.1,Male,No
50907,51,57.99,2081.57,Female,No
50908,30,81.49,2074.92,Female,Yes
50909,44,119.56,2820.0,Male,No
50910,43,88.27,4853.43,Female,Yes
50911,28,70.31,2472.22,Female,No
50912,30,105.54,1490.72,Male,No
50913,8,67.09,3874.37,Female,Yes
50914,35,65.22,3594.5,Female,Yes
50915,51,75.75,5665.59,Female,Yes
50916,35,52.04,2174.05,Female,No
50917,57,27.15,5478.43,Male,No
50918,26,57.71,1213.64,Female,No
50919,30,93.04,3675.57,Male,Yes
50920,35,68.76,1775.7,Male,No
50921,38,105.47,5022.78,Female,Yes
50922,11,38.22,3456.79,Female,Yes
50923,20,42.21,765.93,Male,No
50924,46,84.43,4309.76,Male,No
50925,31,101.85,4799.8,Male,Yes
50926,34,89.55,1643.25,Male,No
50927,12,64.4,5394.24,Female,Yes
50928,48,108.32,5560.06,Female,Yes
50929,28,87.55,2999.94,Male,Yes
50930,3,103.48,3981.08,Female,Yes
50931,53,110.39,572.69,Male,No
50932,48,72.99,5568.62,Female,Yes
50933,42,78.83,2445.14,Male,No
50934,52,86.69,5894.76,Female,No
50935,5,117.23,2401.9,Female,Yes
50936,13,100.6,3085.85,Male,Yes
50937,12,23.49,5765.72,Female,No
50938,59,62.92,4206.51,Female,No
50939,1,106.87,3527.36,Male,No
50940,52,23.64,4108.36,Male,Yes
50941,43,83.02,4160.01,Female,Yes
50942,58,114.5,2992.89,Female,No
50943,19,51.19,1294.3,Female,Yes
50944,29,92.22,5381.41,Male,Yes
50945,47,51.15,5064.3,Male,No
50946,50,84.0,1525.9,Male,Yes
50947,48,113.65,3371.57,Male,Yes
50948,39,56.9,2268.21,Male,No
50949,42,116.02,1170.43,Female,Yes
50950,25,58.22,3814.42,Male,Yes
50951,16,59.19,3817.47,Male,Yes
50952,17,96.42,2040.74,Female,Yes
50953,28,56.08,2587.89,Male,Yes
50954,39,52.78,3729.4,Female,Yes
50955,43,38.56,2846.78,Female,No
50956,49,28.9,2904.04,Male,No
50957,5,103.77,1512.8,Female,No
50958,1,67.59,3898.37,Female,No
50959,3,85.1,5725.93,Female,Yes
50960,48,67.8,3079.5,Female,Yes
50961,24,57.43,2257.76,Female,Yes
50962,29,60.86,943.39,Female,No
50963,15,27.94,5777.17,Female,No
50964,4,87.39,3716.57,Male,Yes
50965,44,71.23,790.07,Female,No
50966,1,26.62,3521.15,Male,No
50967,49,82.85,5559.96,Male,Yes
50968,56,40.96,510.49,Male,Yes
50969,15,33.84,576.52,Female,Yes
50970,24,117.71,4433.89,Female,No
50971,52,27.91,4835.84,Male,No
50972,31,92.99,5177.35,Female,No
50973,20,89.7,3603.24,Female,No
50974,10,72.17,4442.24,Male,Yes
50975,11,28.54,525.64,Male,No
50976,18,49.22,1417.11,Female,No
50977,34,36.13,5891.46,Male,Yes
50978,28,118.35,1486.57,Male,Yes
50979,38,29.91,4830.79,Male,No
50980,16,21.26,5817.0,Male,No
50981,24,41.88,530.53,Female,Yes
50982,39,98.47,3770.0,Male,No
50983,55,104.39,1342.48,Female,No
50984,51,90.15,5911.39,Female,No
50985,12,63.33,2192.64,Female,No
50986,50,99.11,2140.74,Female,No
50987,42,87.71,2613.02,Male,No
50988,7,119.37,3091.29,Male,Yes
50989,36,63.92,1056.48,Male,No
50990,17,38.77,4937.16,Female,No
50991,49,26.64,3329.37,Male,Yes
50992,4,82.41,1918.63,Male,No
50993,53,113.46,3907.55,Male,Yes
50994,37,98.59,2869.61,Female,Yes
50995,33,93.23,4798.96,Female,Yes
50996,19,71.76,3249.06,Male,Yes
50997,54,38.03,2754.62,Male,No
50998,26,47.43,2079.4,Male,Yes
50999,55,48.21,5463.89,Male,Yes
51000,11,86.5,4173.1,Male,Yes
51001,31,105.64,1249.19,Male,Yes
51002,1,33.69,1800.2,Male,Yes
51003,40,23.33,1789.57,Female,No
51004,36,71.15,2944.88,Female,Yes
51005,29,109.78,509.75,Male,Yes
51006,25,116.12,4861.91,Male,No
51007,59,67.84,1469.51,Female,No
51008,59,44.98,2356.53,Female,No
51009,54,96.69,1823.82,Male,No
51010,47,36.93,2451.18,Male,Yes
51011,49,102.4,3238.27,Female,No
51012,18,106.92,2344.51,Female,Yes
51013,3,51.12,2215.53,Female,Yes
51014,18,38.34,4116.56,Male,No
51015,58,31.13,2365.41,Female,No
51016,7,80.99,2040.04,Female,Yes
51017,28,118.19,5799.47,Female,Yes
51018,17,64.72,3176.79,Male,Yes
51019,25,46.36,1675.83,Female,No
51020,18,102.76,782.64,Female,No
51021,52,91.33,1931.87,Male,No
51022,40,27.39,2735.97,Female,Yes
51023,43,46.05,1998.7,Female,Yes
51024,3,57.31,5266.62,Female,Yes
51025,25,41.66,4759.5,Female,Yes
51026,7,108.29,4804.18,Male,Yes
51027,47,38.7,1900.42,Female,No
51028,10,99.31,1105.36,Female,Yes
51029,44,94.14,2013.66,Female,Yes
51030,44,21.21,1836.0,Male,No
51031,51,47.91,5733.51,Female,Yes
51032,19,71.07,3926.59,Female,Yes
51033,15,41.92,2951.38,Male,Yes
51034,21,101.8,5323.25,Female,No
51035,21,33.45,5819.79,Male,Yes
51036,58,36.66,1539.72,Male,No
51037,37,78.84,5754.69,Male,Yes
51038,28,22.35,1831.69,Male,Yes
51039,45,119.31,3195.96,Male,No
51040,32,73.03,5892.65,Male,No
51041,57,85.16,4704.12,Male,Yes
51042,41,45.27,3078.82,Male,No
51043,54,115.46,935.53,Female,Yes
51044,27,53.44,1631.04,Male,No
51045,59,32.78,5148.19,Male,No
51046,23,65.49,1668.57,Male,No
51047,10,32.73,5751.24,Female,No
51048,40,116.22,1430.97,Female,Yes
51049,41,70.5,2357.72,Female,Yes
51050,6,80.02,3782.45,Male,No
51051,24,68.44,3042.03,Male,Yes
51052,18,43.27,4422.15,Female,Yes
51053,10,37.03,3290.67,Female,Yes
51054,56,116.55,2869.22,Female,Yes
51055,15,51.73,5189.24,Male,Yes
51056,45,25.83,4868.33,Male,Yes
51057,43,70.47,4026.41,Male,No
51058,34,44.41,2566.81,Male,No
51059,8,90.64,5785.65,Male,Yes
51060,50,57.79,1173.71,Female,No
51061,35,113.34,2643.22,Male,No
51062,55,63.56,4541.6,Male,No
51063,27,87.64,2445.56,Male,No
51064,25,104.93,541.52,Male,No
51065,3,106.35,541.45,Female,No
51066,21,75.38,1188.28,Female,No
51067,57,100.36,1106.06,Female,No
51068,39,44.78,3322.78,Female,No
51069,32,80.24,4080.59,Female,Yes
51070,50,23.32,4614.6,Male,No
51071,53,53.38,5288.87,Male,No
51072,21,54.58,2202.71,Female,No
51073,9,107.37,4188.32,Female,No
51074,50,67.36,2343.52,Male,No
51075,1,94.06,1007.22,Male,No
51076,4,67.11,2830.35,Male,No
51077,4,51.39,2144.66,Female,Yes
51078,49,113.95,1288.86,Female,Yes
51079,26,82.46,4327.69,Female,No
51080,55,84.1,5311.98,Male,No
51081,34,69.12,1942.28,Male,No
51082,27,38.57,1205.99,Male,No
51083,15,103.49,2926.46,Female,Yes
51084,45,93.85,3714.28,Male,Yes
51085,32,58.17,2837.41,Male,No
51086,41,113.69,4540.76,Male,Yes
51087,7,54.39,2717.16,Male,Yes
51088,44,23.9,4629.81,Female,No
51089,44,46.09,4851.14,Male,Yes
51090,14,56.86,1474.97,Female,No
51091,23,102.02,5867.46,Male,Yes
51092,47,98.76,3092.13,Female,Yes
51093,1,63.24,2478.64,Female,No
51094,32,90.09,5154.48,Male,No
51095,41,42.83,5414.11,Male,No
51096,26,109.06,1710.88,Male,Yes
51097,48,26.14,5109.55,Male,No
51098,9,59.88,941.33,Male,Yes
51099,16,100.93,4655.9,Female,No
51100,31,71.07,2197.69,Female,Yes
51101,2,101.37,1987.42,Male,No
51102,32,36.62,5521.59,Male,Yes
51103,10,45.19,1477.12,Male,No
51104,25,59.89,1330.1,Female,No
51105,18,105.91,4625.73,Male,Yes
51106,45,115.72,5801.67,Male,Yes
51107,34,25.68,2430.79,Female,No
51108,29,114.04,4285.08,Female,Yes
51109,45,89.82,5506.62,Male,No
51110,24,68.39,5921.85,Male,Yes
51111,3,44.38,2416.84,Male,Yes
51112,15,48.38,810.98,Male,No
51113,3,86.42,588.07,Male,Yes
51114,55,62.04,1974.89,Female,No
51115,31,23.13,4192.05,Female,Yes
51116,10,116.61,3769.26,Female,Yes
51117,38,86.57,3901.51,Female,Yes
51118,55,98.91,3716.35,Female,Yes
51119,22,84.32,763.51,Male,Yes
51120,14,91.39,992.8,Female,No
51121,9,23.92,3197.24,Female,No
51122,18,58.92,2977.8,Female,Yes
51123,8,113.54,725.28,Male,No
51124,59,115.7,4499.69,Male,Yes
51125,38,111.95,794.49,Female,Yes
51126,15,119.88,5264.82,Male,Yes
51127,46,27.05,1026.83,Male,Yes
51128,15,26.37,4300.52,Female,No
51129,52,113.28,1013.7,Male,No
51130,6,23.04,1868.22,Male,No
51131,54,108.52,5616.31,Male,No
51132,12,107.58,4236.9,Female,Yes
51133,42,74.12,2811.74,Male,Yes
51134,19,108.04,1936.61,Female,Yes
51135,40,88.78,4417.37,Female,Yes
51136,5,37.15,1081.16,Male,Yes
51137,27,104.41,1297.71,Male,No
51138,10,60.1,4436.63,Male,Yes
51139,43,41.73,1038.41,Female,Yes
51140,52,117.72,2282.05,Female,No
51141,46,88.48,507.54,Female,Yes
51142,14,38.53,5867.87,Female,Yes
51143,34,107.05,1382.78,Male,No
51144,58,102.47,3860.3,Male,No
51145,49,30.31,4199.35,Female,No
51146,15,32.67,4293.48,Female,Yes
51147,29,42.37,1934.49,Male,No
51148,55,109.97,2090.08,Male,Yes
51149,26,92.52,863.14,Male,Yes
51150,27,110.15,4344.12,Male,Yes
51151,3,104.48,1939.5,Male,Yes
51152,3,73.29,1709.8,Female,No
51153,35,25.09,2315.91,Male,Yes
51154,58,92.09,1795.71,Male,Yes
51155,35,81.7,2547.76,Female,Yes
51156,50,43.22,1920.35,Female,Yes
51157,6,112.44,3474.26,Female,Yes
51158,14,88.7,2224.27,Female,Yes
51159,26,100.25,2259.25,Male,Yes
51160,3,97.61,4828.16,Female,No
51161,33,32.7,4236.91,Male,No
51162,42,47.96,2799.92,Female,Yes
51163,13,96.14,2881.56,Female,No
51164,29,78.36,4439.55,Male,No
51165,9,32.49,3161.42,Male,Yes
51166,32,62.34,5008.93,Female,No
51167,22,43.92,2867.39,Female,Yes
51168,22,94.73,5731.14,Female,No
51169,58,33.76,3375.03,Female,Yes
51170,57,81.32,2979.52,Female,Yes
51171,34,22.81,4299.88,Female,No
51172,10,89.1,5356.12,Male,No
51173,25,28.94,953.7,Male,Yes
51174,12,32.86,1557.38,Female,Yes
51175,51,67.94,3128.51,Female,Yes
51176,3,21.07,1973.89,Female,Yes
51177,19,117.81,3864.28,Female,Yes
51178,33,47.03,5826.01,Female,No
51179,58,20.48,1411.47,Male,Yes
51180,47,106.43,4161.96,Male,No
51181,55,26.66,5300.89,Male,No
51182,26,107.44,4931.98,Male,No
51183,13,99.87,1588.33,Female,No
51184,7,32.1,3224.47,Male,No
51185,34,31.31,4571.2,Female,No
51186,22,94.24,3069.1,Female,No
51187,20,98.52,2787.17,Female,Yes
51188,43,57.58,4257.59,Female,Yes
51189,23,107.64,743.53,Female,Yes
51190,48,39.84,1103.32,Female,No
51191,14,81.08,5290.5,Male,No
51192,30,61.54,3103.19,Female,No
51193,23,53.37,1204.98,Female,Yes
51194,47,73.75,4934.96,Male,Yes
51195,52,50.28,1364.76,Female,Yes
51196,19,42.28,4836.42,Male,Yes
51197,39,74.05,4616.9,Female,No
51198,41,72.74,2949.9,Female,Yes
51199,36,101.05,4881.29,Male,Yes
51200,6,85.06,2991.17,Female,Yes
51201,23,53.46,4167.71,Female,Yes
51202,10,88.76,4952.55,Male,Yes
51203,35,31.66,3102.85,Female,Yes
51204,21,38.15,2332.22,Female,No
51205,32,78.63,5187.47,Female,Yes
51206,30,75.69,2514.87,Male,No
51207,33,73.02,864.15,Male,No
51208,6,83.42,5304.06,Male,Yes
51209,5,35.43,1359.3,Female,No
51210,55,100.12,5904.59,Female,No
51211,15,107.54,1053.84,Female,No
51212,57,72.11,4617.78,Male,No
51213,43,88.48,1806.54,Male,Yes
51214,52,101.97,4297.33,Male,No
51215,25,85.03,3070.88,Female,Yes
51216,13,63.45,2643.28,Male,No
51217,6,88.32,4180.06,Male,No
51218,37,113.08,3187.61,Female,No
51219,2,48.66,4971.52,Female,Yes
51220,17,100.12,1800.79,Male,Yes
51221,24,119.74,1535.25,Male,No
51222,12,96.29,2465.83,Male,Yes
51223,44,51.07,2489.16,Male,Yes
51224,54,32.21,5089.06,Male,No
51225,14,74.45,5669.8,Male,Yes
51226,7,31.63,4216.14,Female,Yes
51227,54,66.16,3295.78,Female,No
51228,26,53.67,3637.64,Male,No
51229,32,67.57,2289.7,Male,Yes
51230,29,51.48,4643.34,Male,Yes
51231,46,104.49,4899.37,Female,No
51232,39,63.71,1189.94,Female,Yes
51233,9,30.49,2393.86,Female,No
51234,14,84.58,2080.67,Female,Yes
51235,53,97.84,5203.25,Female,Yes
51236,17,62.47,5272.87,Female,Yes
51237,49,80.56,5129.38,Female,Yes
51238,25,64.62,5217.69,Female,No
51239,53,40.1,5093.26,Female,Yes
51240,30,79.7,2942.47,Female,No
51241,45,90.13,4135.89,Male,No
51242,29,44.92,1017.43,Female,No
51243,59,90.97,3329.59,Female,No
51244,29,106.0,4599.83,Female,Yes
51245,18,111.71,1985.74,Male,No
51246,31,37.25,2381.36,Male,No
51247,19,36.73,4560.06,Female,No
51248,17,106.92,1605.28,Male,Yes
51249,6,88.46,1484.34,Male,Yes
51250,12,32.98,1843.09,Male,Yes
51251,38,69.51,2525.61,Male,Yes
51252,3,95.98,5457.12,Male,Yes
51253,47,39.91,4387.43,Male,Yes
51254,35,111.04,4985.35,Female,No
51255,55,106.6,5337.19,Male,No
51256,47,79.36,2619.63,Male,Yes
51257,33,97.77,4976.61,Female,No
51258,53,34.87,2084.17,Female,No
51259,29,44.82,5820.01,Male,Yes
51260,3,97.43,3464.43,Female,No
51261,5,64.44,5128.18,Female,Yes
51262,59,38.1,5009.76,Male,Yes
51263,14,49.01,5648.27,Male,Yes
51264,36,82.22,3726.45,Male,No
51265,54,24.11,5166.9,Female,No
51266,28,34.83,5773.62,Male,Yes
51267,41,40.25,2195.5,Male,No
51268,32,108.75,930.98,Male,Yes
51269,18,108.77,1421.75,Male,Yes
51270,42,41.25,2416.24,Male,No
51271,40,79.82,2294.8,Male,Yes
51272,13,56.02,1039.06,Male,Yes
51273,2,25.03,5400.25,Female,No
51274,52,35.34,3810.34,Male,No
51275,25,20.53,5182.55,Female,No
51276,20,118.42,682.07,Male,No
51277,7,84.97,2519.98,Female,No
51278,11,33.26,2718.85,Female,Yes
51279,5,93.36,2446.0,Male,No
51280,29,81.23,5349.84,Male,No
51281,18,40.72,3151.18,Male,No
51282,8,69.31,2999.17,Female,No
51283,27,81.06,5941.47,Female,No
51284,58,56.19,2164.86,Female,Yes
51285,42,115.86,1990.21,Male,No
51286,2,29.47,1992.76,Female,No
51287,35,32.6,737.49,Female,Yes
51288,26,105.66,4894.28,Female,Yes
51289,23,45.03,2254.49,Female,No
51290,5,33.02,5990.1,Male,Yes
51291,16,58.7,874.93,Female,Yes
51292,42,36.84,3591.99,Female,Yes
51293,11,70.44,4105.66,Female,Yes
51294,19,93.37,4060.69,Male,Yes
51295,16,95.56,2065.9,Male,Yes
51296,32,50.31,3535.08,Female,No
51297,12,89.01,5283.52,Female,No
51298,2,116.55,844.74,Female,No
51299,43,20.74,2466.07,Female,Yes
51300,22,84.64,3405.12,Female,No
51301,26,69.96,4472.1,Female,Yes
51302,33,59.42,1874.97,Male,No
51303,24,40.92,4968.37,Male,Yes
51304,5,32.4,4047.24,Male,Yes
51305,21,112.09,1025.31,Male,Yes
51306,46,23.04,4119.09,Male,No
51307,18,66.99,4292.81,Male,Yes
51308,39,40.48,4263.58,Female,Yes
51309,5,34.73,3859.11,Female,No
51310,8,55.26,4673.92,Female,No
51311,21,51.61,2707.0,Male,Yes
51312,47,66.18,1673.56,Male,Yes
51313,57,69.31,5395.29,Male,Yes
51314,5,70.44,3478.47,Female,No
51315,13,33.19,1747.6,Female,Yes
51316,19,37.07,3006.41,Female,No
51317,29,52.42,5207.67,Male,Yes
51318,2,28.08,1426.04,Female,No
51319,37,103.33,5009.76,Male,Yes
51320,26,29.77,1222.76,Male,No
51321,29,42.83,4590.47,Female,No
51322,58,83.73,5441.69,Female,No
51323,5,113.03,3542.09,Male,Yes
51324,32,33.47,667.61,Female,No
51325,38,63.91,2157.57,Male,Yes
51326,48,49.71,1149.86,Female,No
51327,2,68.01,4837.04,Male,No
51328,5,63.82,4622.6,Female,Yes
51329,47,77.76,1074.19,Male,No
51330,33,24.27,1193.92,Male,Yes
51331,51,102.9,1216.82,Female,No
51332,35,23.31,2418.81,Female,Yes
51333,19,77.24,1381.97,Male,No
51334,15,101.41,3089.75,Female,Yes
51335,35,31.53,664.98,Male,No
